sentence_id	person	sentence	scene	context
2541	어영	응?	S0865	일하는 어영. 노크소리에 이어 문열리고, 들어오는 재수
2542	재수	있잖아. 너한테 찝쩍대던놈.	S0865	일하는 어영. 노크소리에 이어 문열리고, 들어오는 재수
2543	어영	으응.	S0865	일하는 어영. 노크소리에 이어 문열리고, 들어오는 재수
2544	재수	귀찮게 굴면 말해. 손한번 봐줄테니까.	S0865	일하는 어영. 노크소리에 이어 문열리고, 들어오는 재수
2545	어영	그런건 아니고, 그냥 몇번 만났어.	S0865	일하는 어영. 노크소리에 이어 문열리고, 들어오는 재수
2546	재수	만나? 몇번씩이나? 둘이 사겼어?	S0865	일하는 어영. 노크소리에 이어 문열리고, 들어오는 재수
2547	어영	그런걸 왜 물어? 자기하고 끝났을때 얘긴데.	S0865	일하는 어영. 노크소리에 이어 문열리고, 들어오는 재수
2548	재수	너 존심도 없냐? 애인이 검산데 겨우 경찰이나 만나고.	S0865	일하는 어영. 노크소리에 이어 문열리고, 들어오는 재수
2549	어영	처음 너 만났을때 넌 그냥 가난한 고시생이었어. 검사는 무슨.	S0865	일하는 어영. 노크소리에 이어 문열리고, 들어오는 재수
2550	재수	어쨌든. 너 옛날부터 경찰이라면 학을 뗐잖아. 너네 아부지도 그렇고. 솔직히 말해. 어디까지 진도뺐어?	S0865	일하는 어영. 노크소리에 이어 문열리고, 들어오는 재수
2551	어영	질투해?	S0865	일하는 어영. 노크소리에 이어 문열리고, 들어오는 재수
2552	재수	내가 질투할 놈이 없어서 겨우 그깟놈한테 질투하냐?	S0865	일하는 어영. 노크소리에 이어 문열리고, 들어오는 재수
2553	어영	그럼 신경끄셔. 나한테 그런말할 자격 없으니까.	S0865	일하는 어영. 노크소리에 이어 문열리고, 들어오는 재수
2554	재수	어영아, 우리 나갈까? 조용한데 가서 찐하게 안고 싶은데.	S0865	일하는 어영. 노크소리에 이어 문열리고, 들어오는 재수
2555	어영	됐다고 봅니다.	S0865	일하는 어영. 노크소리에 이어 문열리고, 들어오는 재수
2556	어영	그런 눈으로 보지마. 질문도 하지마. 지금 본 그대로야.	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2557	이상	아까 나한테 하고 싶은 말이 그거였어?	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2558	어영	응.	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2559	이상	어떻게 저런놈을 다시 만나? 그꼴을 당하고도 다시 만나고 싶어?	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2560	어영	말 안되는거 나도 알아. 근데 어쩔수 없어.	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2561	이상	그럼 우린?	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2562	어영	알잖아.	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2563	이상	참 쉽다. 어떻게 이런식으로...난 아무것도 아니었어?	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2564	어영	넌, 설레긴 해. 귀엽기도 하고. 참 괜찮은 남자야. 근데 이런거 아니? 난 침대에서 잘때 거꾸로 자.	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2565	어영	싸울땐 막말에 욕도 하지만 돌아서면 혼자 울어. 삐져있을땐 무조건 달래줘야하고, 싸웠을땐 무조건 하루안에 풀어줘야,	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2566	이상	적어줘. 다 외울게. 주어영이란 여자에 대해서 알아야 할건 다 적어줘.	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2567	어영	적어서 되는일이 아냐. 그건 시간하고 같이 가는 거야.	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2568	이상	나한테도 기회는 줘야지. 적어도 동등한 조건으로 기회는 줘봐야지. 그쪽 오년이면 나한테 적어도 오개월은 줘야되는거 아냐?	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2569	이상	이제 겨우 한달인데 어떻게 탈락시켜? 우린 약속도 했어. 삼개월짜리지만 연애하기로.	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2570	어영	더이상 얘기해봤자 서로가 힘들다. 더 깊어지기 전에 이쯤에서 끝내게 된걸 다행으로 생각해. 설령 너랑 만난다 해도 그사람하고 항상 비교하게 될거야.	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2571	어영	그사람은 이럴때 이랬는데 저럴때 저랬는데 하면서 널 볶아대고 날 볶아대면서 힘들게 할거야. 그만 가.	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2572	이상	기다릴게. 이해해. 5년씩이나 사랑했던 남자 그렇게 쉽게 잊을수 없다는거, 다시 흔들릴수 있다는거, 이해해.	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2573	이상	기다릴께. 기다릴수 있어. 인정할게. 그사람과의 추억도 인정해줄께. 그것도 당신의 일부니까.	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2574	어영	그러지마.	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2575	이상	아니. 내맘이야. 난 그럴거야.	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2576	이상	지금 당장 나한테 와달라곤 하지 않아. 날 두고봐. 내가 어떻게 하는지 두고봐달라고. 끝내자고만 하지마.	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2577	어영	이런말은 정말 안하고 싶었는데, 나 장난이었어. 너 땜빵이었다고.	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2578	어영	내가 끝까지 너 데리고 장난쳤으면 어쩔뻔 했니? 인생 선배로 말하는데, 그런 좋은 마음, 나같은거한테 주지마.	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2579	어영	누구한테도 길들여지지 않은 여자 만나서 새로 길들이고 추억도 만들고 니식대로 사랑도 해. 짧은 시간이었지만 재밌었다. 잘가.	S0901	차갑게 걸어오는 어영. 뒤따라 오는 이상
2587	범인	늦었다.	S0904	서있는 범인. 현관으로 들오는 어영
2588	어영	다음주 홈쇼핑에 납품할거 디자인 마무리 하느라구요. 아부지 안주무셨어요?	S0904	서있는 범인. 현관으로 들오는 어영
2589	범인	자야지. 어영아.	S0904	서있는 범인. 현관으로 들오는 어영
2590	어영	예.	S0904	서있는 범인. 현관으로 들오는 어영
2591	범인	다른말은 안하마. 그냥 니맘이 끌리는대로 해. 부영이한테 대강 들었다. 다시 만난다며?	S0904	서있는 범인. 현관으로 들오는 어영
2592	범인	괜찮아. 남녀간에 헤어졌다 다시 만날수도 있지. 서로 나이들도 있고하니 이왕 만난거 결혼까지 좋게 갔으면 좋겠다.	S0904	서있는 범인. 현관으로 들오는 어영
2593	범인	다시 만났을땐 너도 생각이 있을테니 이왕이면 잘해줘. 언제한번 술한잔 하자고 해라. 저번에 내가 지나치게 한것도 사과할겸.	S0904	서있는 범인. 현관으로 들오는 어영
2594	어영	사과 하실거까진 없어요.	S0904	서있는 범인. 현관으로 들오는 어영
2595	범인	내가 알아서해. 연애기간 넘 길면 못써. 올해 넘기지 말고 결혼했으면 좋겠다.	S0904	서있는 범인. 현관으로 들오는 어영
2617	건강	헤이 전과자여사, 굳모닝.	S0910	수돗가에서 걸레빠는 과자. 방에서 나오는 건강
2618	과자	오늘 선보는거 알지? 이따 목욕도 갔다와. 수술하는통에 씻지도 못했잖아.	S0910	수돗가에서 걸레빠는 과자. 방에서 나오는 건강
2619	건강	이따가 아부지 나가시면 움직일게.	S0910	수돗가에서 걸레빠는 과자. 방에서 나오는 건강
2620	건강	아 아부지, 이제 퇴근하세요? 피곤하시죠?	S0910	대문 열리며 들오는 순경. 급쪼그라드는 건강
2621	순경	저 바지좀 입지말라 그래. 저게 뭐야 저게? 똥한바가지 싼거처럼.	S0910	대문 열리며 들오는 순경. 급쪼그라드는 건강
2622	과자	내가 보기에도 그 바지는 좀 그래. 뭐 한무데기 싼거처럼.	S0910	대문 열리며 들오는 순경. 급쪼그라드는 건강
2632	현찰	어머니. 이거요.	S0913	반짇고리 챙겨 앉는 과자
2633	과자	무슨 돈을 줘?	S0913	반짇고리 챙겨 앉는 과자
2634	현찰	보약한재 해 드시라구요. 다리도 아프신데.	S0913	반짇고리 챙겨 앉는 과자
2635	과자	안그래도 내가 올가을엔 보약한재 해먹고 싶었는데, 이놈의 돈이 있어야 해먹지.  결국 니덕에 보약먹게 생겼다야.	S0913	반짇고리 챙겨 앉는 과자
2636	현찰	딴데 쓰시지 말고 꼭 보약해 드세요.	S0913	반짇고리 챙겨 앉는 과자
2637	과자	딴데 안써. 내몸땡이 내가 챙겨야지. 우리집에 나 돈주는 사람은 너밖에 없다. 얼른 갔다와.	S0913	반짇고리 챙겨 앉는 과자
2638	현찰	예.	S0913	반짇고리 챙겨 앉는 과자
2639	과자	마침 잘만났다. 이거 집어 넣어라.	S0915	안에서 나오는 과자. 마침 나오는 건강
2640	건강	뭔데?	S0915	안에서 나오는 과자. 마침 나오는 건강
2641	과자	너한테 딱 필요한거. 둘째가 나 보약해먹으라고 주드라.	S0915	안에서 나오는 과자. 마침 나오는 건강
2642	건강	그럼 엄마 보약 해드시지.	S0915	안에서 나오는 과자. 마침 나오는 건강
2643	과자	너 이런 꼬라지 보면서 보약해 먹어봤자 살로 가겠냐, 뼈로 가겠냐? 누가 보기 전에 얼른 넣어. 남자 주머니 비면 못써.	S0915	안에서 나오는 과자. 마침 나오는 건강
2644	과자	출근 안했다니? 옷에 뭘 이렇게 묻히고 댕겨?	S0915	안에서 나오는 과자. 마침 나오는 건강
2645	건강	됐어. 내가 털게.	S0915	안에서 나오는 과자. 마침 나오는 건강
2646	현찰	어머니, 오늘 관절병원 예약해놨으니까 꼭 가시라구요.	S0915	안에서 나오는 과자. 마침 나오는 건강
2647	과자	그 그래 갈게.	S0915	안에서 나오는 과자. 마침 나오는 건강
2648	과자	그러게 얼른 집어넣지. 하필이면 그때 딱 걸린다니.	S0916	나오는 현찰. 섭섭하고
2661	직원	도우미 손님. 도우미 손님.	S0920	NaN
2662	우미	예.	S0920	NaN
2663	직원	몇개월만 있으면 만긴데 아깝지 않으세요? 지금 해약하시면 손해보실텐데.	S0920	NaN
2664	우미	사정이 있어서요. 지금 찾으면 얼마나 돼요?	S0920	NaN
2665	직원	오백만원 좀 안되네요. 오년씩이나 부으신건데...	S0920	NaN
2666	우미	할수없죠. 해약해 주세요.	S0920	NaN
2679	솔이	안녕하셨시유 안사돈? 근디 얼굴은 영 안녕 못헌 얼굴이네유?	S0929	걸어오던 과자 멈추는. 장본 장바구니 들고오는 솔이부영. 솔이도 과자 발견
2680	과자	그쪽은 아주 신수가 훤하시네요. 서울물이 좋긴 좋나보네.	S0929	걸어오던 과자 멈추는. 장본 장바구니 들고오는 솔이부영. 솔이도 과자 발견
2681	솔이	그려서 아침저녁으로 씻잖유. 안사돈은 안씻는개비유?	S0929	걸어오던 과자 멈추는. 장본 장바구니 들고오는 솔이부영. 솔이도 과자 발견
2682	과자	안씻긴 누가 안씻어요? 세상에 없는 사위덕에 팔자가 늘어지죠?	S0929	걸어오던 과자 멈추는. 장본 장바구니 들고오는 솔이부영. 솔이도 과자 발견
2683	솔이	그렇게 부러우면 딸좀 낳지 그렸시유? 넘들은 돈주고도 살빼러 댕긴다는디 웬만하면 메누리만 잡지말고 집안살림 좀 허세유.	S0929	걸어오던 과자 멈추는. 장본 장바구니 들고오는 솔이부영. 솔이도 과자 발견
2684	과자	뭐, 뭐요? 내가 어디가 살이 쪘다 그래요? 봐요 봐.	S0929	걸어오던 과자 멈추는. 장본 장바구니 들고오는 솔이부영. 솔이도 과자 발견
2685	솔이	배나왔시유 배. 부영아 가자.	S0929	걸어오던 과자 멈추는. 장본 장바구니 들고오는 솔이부영. 솔이도 과자 발견
2686	부영	누구에요?	S0929	걸어오던 과자 멈추는. 장본 장바구니 들고오는 솔이부영. 솔이도 과자 발견
2687	솔이	몰러.	S0929	걸어오던 과자 멈추는. 장본 장바구니 들고오는 솔이부영. 솔이도 과자 발견
2688	범인	어영아 왜? 김사장님이? 내가 깜빡했다. 핸드폰에 저장해놓고도. 바로 할게.	S0930	차닦는 범인. 흥얼대며. 그러다 핸폰 오고
2689	범인	여보세요. 주범인입니다. 아무리 바빠도 김사장님 개업식엔 참석해야죠. 예.	S0930	차닦는 범인. 흥얼대며. 그러다 핸폰 오고
2720	청난	오빠.	S0938	NaN
2721	난자	병원에좀 있어. 집에가서 먹을것좀 싸올께.	S0938	NaN
2722	청난	언니.	S0938	NaN
2723	난자	왜? 뭐 필요한거 있어?	S0938	NaN
2724	청난	아무래도 오늘 올라가 봐야겠어. 급한일이 생겨서.	S0938	NaN
2725	난자	애 옆에서 하룻밤만 자지. 깨면 너 찾을텐데.	S0938	NaN
2726	청난	잘때 가는게 나아. 언니, 나 갈게. 종남이 잘좀 부탁해. 무슨 일있으면 전화하고.	S0938	NaN
2727	난자	청난아.	S0938	NaN
2743	이상	고생 많으셨습니다.	S0941	유치장안에 고대로 밀어넣는 치장. 문탕 잠그고 만족한듯 돌아서면
2744	치장	저거 잡을려고 얼마나 벼렸는데. 바로 조서꾸며서 구속영장 받아내 일망타진하겠습니다.	S0941	유치장안에 고대로 밀어넣는 치장. 문탕 잠그고 만족한듯 돌아서면
2745	이상	팔도 다치셨는데, 좀 쉬었다 하세요.	S0941	유치장안에 고대로 밀어넣는 치장. 문탕 잠그고 만족한듯 돌아서면
2746	치장	쉴 시간이 어딨습니까? 48시간안에 구속영장 청구할려면 정신없습니다.	S0941	유치장안에 고대로 밀어넣는 치장. 문탕 잠그고 만족한듯 돌아서면
2747	과자	어떻게 됐다니? 맘에는 들어? 또 만나기로 했어?	S0943	NaN
2748	건강	똥집 신경쓰느라 정신없었어. 다 낫기나하고 선보게 하든가.	S0943	NaN
2749	과자	맘에는 들디? 밥은 같이 먹고 헤어졌지?	S0943	NaN
2750	건강	옷부터 갈아입고. 무리했더니 죽겠어.	S0943	NaN
2751	건강	어딜 따라와? 옷갈아 입고 갈테니까 가있어. 울엄마 하여간.	S0943	NaN
2752	과자	그래 알았다. 내 두손으로 다 주물럭대서 키워놨더니. 그리래도 그린다 이놈아.	S0943	NaN
2766	우미	나도 속상해 나도. 라면좀 끓여먹을수 있지 그게 무슨 대수야?	S0952	속상해 나오는 이상. 현찰방에서 우미 우는 소리
2767	이상	작은형. 어디가?	S0955	NaN
2768	현찰	바람좀 쐬야지, 답답해 미치겠다.	S0955	NaN
2769	이상	형수한테 너무 그러지마. 우리끼리 얘기지만 엄마도 보통은 아니야. 옛날엔 안그러시더니 나이들면서 점점 이상하게 삐딱해 지셨어.	S0955	NaN
2770	이상	형이라도 형수 따뜻하게 감싸줘. 형수한테 형밖에 더있어?	S0955	NaN
2771	현찰	너도 장가 가봐라. 그게 쉬운일인가.	S0955	NaN
2772	이상	그래서 장가 안갈라고. 형수 고생 많이해. 형이라도 다독여 줘야지, 소리 빽빽 질러대면 형수가 엇다가 맘을 둬?	S0955	NaN
2773	현찰	니가 내대신 잘해줘라.	S0955	NaN
2774	이상	시동생이 잘해줘봤자지.	S0955	NaN
2775	현찰	요즘같아선 진짜 집에 들오고싶은맘 하나도 없다. 나갔다 올게.	S0955	NaN
2776	이상	저녁은?	S0955	NaN
2777	현찰	됐어.	S0955	NaN
2778	건강	나 이런 후진데서 술 안마신다. 월급도 따박따박 받는놈이 좀 근사한데서 쏘지.	S0957	NaN
2779	이상	쏘는건 나중에 근사한데서 쏠께. 오늘 선봤대며? 잘됐어?	S0957	NaN
2780	건강	한번 봐서 아냐?	S0957	NaN
2781	이상	첫눈에 삘이 통할수도 있지.	S0957	NaN
2782	건강	너도 삘 찾냐?	S0957	NaN
2783	이상	당연하지. 남녀사이에 삘이상 중요한게 어딨어? 모든건 삘다음이지.	S0957	NaN
2784	건강	아유 요거. 입만 까져서는. 범생이 주제에 아는척은.	S0957	NaN
2785	이상	한잔해. 낼이라도 가봐. 형 취직자리 부탁해놨어.	S0957	NaN
2786	건강	뭐하는 회산데?	S0957	NaN
2787	이상	조그만 중소기업인데 일단 말단부터 시작해. 거기 대표이사가 전에 나한테 신세진 사람이거든.	S0957	NaN
2788	건강	됐다.	S0957	NaN
2789	이상	일단 가봐.	S0957	NaN
2790	건강	내가 지금 이나이에 말단부터 시작해야겠냐? 사람을 뭘로 보고. 넌 내가 그렇게 우습게 보이냐?	S0957	NaN
2791	이상	우습게 보여서가 아니라,	S0957	NaN
2792	건강	걱정마라. 이번에 한방만 터지면 너한테 신세 안진다.	S0957	NaN
2793	이상	한방 터지기 기다리지말고 차근차근 시작해. 직장이라도 잡아야 결혼도 할거 아냐.	S0957	NaN
2794	건강	내가 알아서 한다고.	S0957	NaN
2795	이상	형 앉아봐.	S0957	NaN
2796	건강	이상아. 내가 큰형으로서 모범이 못된건 미안하다. 돈이라도 척척벌고 결혼생활이라도 모범적으로 했으면 니들이 날 이렇게 취급하겠냐?	S0957	NaN
2797	이상	왜 이렇게 꼬였어? 형 생각해서 한소린데. 작은 형수도 불편해하고,	S0957	NaN
2798	건강	불편하대? 그래서 밥도 안챙겨주냐?	S0957	NaN
2799	이상	형은 손없어? 꼭 작은형수가 챙겨줘야돼? 형이 차려먹어.	S0957	NaN
2800	건강	야. 아부지가 그러신다고 니들까지 이러는거 아니다. 현찰인 몰라도 너까지 이럴줄은...됐다.	S0957	NaN
2801	어영	회사 사람?	S0964	NaN
2802	부영	저번에 우리집앞에 왔던 사람. 나 들올때 보니까 우리집앞에 서있다가 가던데?	S0964	NaN
2803	어영	니가 잘못봤겠지.	S0964	NaN
2804	부영	맞는데..	S0964	NaN
2805	순경	쯧쯧...꼬라지 하구는.	S0966	수돗가에서 뭔가 하던 순경. 대문열고 비척 들오는 건강, 턱에 걸려 우당탕 밀려와 순경앞에 엎어지는
2806	건강	죄송합니다 아부지. 속상해서 술좀 마셨습니다.	S0966	수돗가에서 뭔가 하던 순경. 대문열고 비척 들오는 건강, 턱에 걸려 우당탕 밀려와 순경앞에 엎어지는
2807	순경	들와봐.	S0966	수돗가에서 뭔가 하던 순경. 대문열고 비척 들오는 건강, 턱에 걸려 우당탕 밀려와 순경앞에 엎어지는
2815	순경	당신, 찍소리 말고 가만있어, 알았어?	S0968	애들방에서 나오는 우미. 대문 들오는 이상
2816	순경	말해봐. 앞으로 계획이 뭐야?	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2817	건강	그냥...	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2818	순경	그냥? 뭘해먹고 살건지 구체적으로 말해보라고.	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2819	건강	아직 구체적인게 아니라서...저번에도 말씀드렸듯이, 여기저기 해논게 한방만 터지면...	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2820	순경	그 한방이 언제 터지냐고?	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2821	건강	그게 문젠데, 터질듯 터질듯 하면서도 안터지고, 안터지나 하면 나도 모르게 그냥 빵,	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2822	순경	나도 모르게 빵 터지는건 방구고, 언제까지 이러고 살건지 그것만 말해봐.	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2823	건강	그게 저도 잘...	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2824	순경	뭐? 너 밥안먹었냐? 크게 말해봐.	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2825	건강	그러니까 지금부터 천천히 심각하게 생각좀, 아니 심오하게 아니 심란하게, 심층있게...심도있게...심심하게...	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2826	순경	에라이 못난놈.	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2827	과자	왜 머리통은 때린대?	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2828	순경	속터져서 더는 못들어주겠네. 뭐가 어쩌고 어째? 심뭐? 내 이놈을 그냥.	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2829	현찰이상	아부지.	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2830	과자	말로 해요 말로! 다큰 자식 왜 때려요?	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2831	순경	뭐야?	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2832	이상	아부지 제발요.	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2833	순경	저거 말하는거봐. 니들도 들었지? 저게 사람이야?	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2834	과자	손좀 대지말고 말해요. 동생들 다보는데.	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2835	순경	저거 정신차릴려면 멀었어. 지 앞가림도 못하는 주제에 술이나 처먹고 댕기고. 내가 너 그렇게 키웠냐?  에라이, 장남이란 놈이.	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2836	이상현찰	아부지.	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2837	건강	장남 장남 장남! 그만좀 하세요!	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2838	순경	뭐, 뭐야?	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2839	이상	형. 일루 나와.	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2840	건강	누가 저 장남시켜 달라고 했어요? 제가 뽑기라도 해서 장남 당첨됐냐구요! 할수만 있다면 엄마뱃속에 다시 들어가 순서 바꿔 나오고 싶다구요!	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2841	순경	이거 왜 이래? 엉? 엇다대고 눈을 똑바로 뜨고.	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2842	건강	아부지. 저도 알아요. 저 장남이라고 오냐오냐 떠받들어 키워주신거 안다구요.	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2843	건강	이담에 커서 은혜갚아야 하는데, 해주신 만큼 보답해 드려야 하는데, 난 장남인데, 장남노릇 잘해야 하는데, 그생각에 어깨가 무거웠어요.	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2844	순경	니가 뭘 한게 있어서 어깨가 무거워?	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2845	건강	예. 한게 없으니까요. 한게 있으면 어깨가 왜 무겁겠습니까? 저도 잘하고 싶어요.	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2846	건강	저도 능력돼서 부모님한테 보란듯이 효도도 하고 큰소리 뻥뻥치고 싶다구요.	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2847	건강	근데 동생한테 떠넘기고 찍소리도 못하고 아부지한테 야단맞아가면서 매맞가면서 기죽어 사는 제자신이 너무나 초라하고, 못나서, 미칠거 같다구요!	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2848	순경	이게 미쳤나? 한두살 먹은 어린애도 아니고, 나가. 꼴도 뵈기싫으니까 당장 나가!	S0969	방에서 나온 현찰. 들어서는 이상우미. 속상해 돌아앉은 과자
2860	청난	누구세요?	S0973	구석에 놓인 라면박스에서 모텔에서 갖고온 일회용 칫솔 치약 비누 뒤져 꺼내는 청난. 일회용 치약 꾸욱짜서 칫솔에 묻혀 이닦으며 욕실 들어가려는데, 띵동
2861	건강	나야.	S0973	구석에 놓인 라면박스에서 모텔에서 갖고온 일회용 칫솔 치약 비누 뒤져 꺼내는 청난. 일회용 치약 꾸욱짜서 칫솔에 묻혀 이닦으며 욕실 들어가려는데, 띵동
2862	청난	오빠? 자 잠깐만.	S0973	구석에 놓인 라면박스에서 모텔에서 갖고온 일회용 칫솔 치약 비누 뒤져 꺼내는 청난. 일회용 치약 꾸욱짜서 칫솔에 묻혀 이닦으며 욕실 들어가려는데, 띵동
2863	건강	뭐하냐? 빨랑 안열고.	S0973	구석에 놓인 라면박스에서 모텔에서 갖고온 일회용 칫솔 치약 비누 뒤져 꺼내는 청난. 일회용 치약 꾸욱짜서 칫솔에 묻혀 이닦으며 욕실 들어가려는데, 띵동
2864	청난	잠깐만. 일분, 아니 일초면 돼.	S0973	구석에 놓인 라면박스에서 모텔에서 갖고온 일회용 칫솔 치약 비누 뒤져 꺼내는 청난. 일회용 치약 꾸욱짜서 칫솔에 묻혀 이닦으며 욕실 들어가려는데, 띵동
2865	청난	들어와. 근데 무슨 일,	S0973	후다닥 침대밑으로 밀어넣고 손으로 발로 마구 쓸어넣고, 대충 치운. 됐다싶고
2866	건강	나좀 재워주라. 아무것도 묻지말고.	S0973	후다닥 침대밑으로 밀어넣고 손으로 발로 마구 쓸어넣고, 대충 치운. 됐다싶고
2867	청난	알았어.	S0973	후다닥 침대밑으로 밀어넣고 손으로 발로 마구 쓸어넣고, 대충 치운. 됐다싶고
2869	어영	왜?	S0975	NaN
2870	재수	당장 보자. 쌩과부 만든다고 난리치지 말고 보자고 할때 봐.	S0975	NaN
2874	어영	알았어. 먹을만한거 골라서 사갈께.	S0977	NaN
2875	재수	얼마나 걸려?	S0977	NaN
2876	어영	한시간쯤?	S0977	NaN
2877	재수	알았어. 꼭 시간 지켜.	S0977	NaN
2879	이상	검찰청 다녀올게요.	S0979	마탄치장범용사중
2880	마탄	지금 회의 준비 다됐는데요.	S0979	마탄치장범용사중
2881	이상	이게 급해. 금방 올테니까 대기하고들 있어요.	S0979	마탄치장범용사중
2914	재수	웨딩드레스 입은 여자중에 울애기가 최고야. 젤 이뻐.	S1001	재수차 와서고. 내리는 재수성미
2915	성미	드레스 입은 여잘 어디서 그렇게 많이 봤는데?	S1001	재수차 와서고. 내리는 재수성미
2916	재수	선배들 결혼식때 가봤지. 솔직히 전부 화장빨에 드레스빨이잖아. 울애기하곤 차원이 다르지.	S1001	재수차 와서고. 내리는 재수성미
2917	성미	뱃살. 드레스빨 안나면 어떡해? 결혼식 전에 삼키로는 빼야 되는데.	S1001	재수차 와서고. 내리는 재수성미
2918	재수	빼기만 해. 지금이 딱 좋아. 자긴 그냥 이대로 환상이야.	S1001	재수차 와서고. 내리는 재수성미
2919	성미	보는눈은 있어가지고. 들어가.	S1001	재수차 와서고. 내리는 재수성미
2920	재수	앞으로 한달뒤면 이집에서 출퇴근한다 생각하니 가슴이 뛴다.	S1001	재수차 와서고. 내리는 재수성미
2921	성미	엄마랑 둘이 꾸미긴 했는데 자기 맘에 들지 모르겠어.	S1001	재수차 와서고. 내리는 재수성미
2922	재수	장모님 고생하셨겠네. 빨리 가보자.	S1001	재수차 와서고. 내리는 재수성미
2923	성미	어머니 맘에도 들어야 할텐데.	S1001	재수차 와서고. 내리는 재수성미
2924	재수	울엄마? 울엄만 울애기가 하는건 뭐든지 오케이지. 가자.	S1001	재수차 와서고. 내리는 재수성미
2925	성미	참, 아빠가 결혼선물로 자기 차 바꿔주신대.	S1002	엘리베이터 서고, 내리는 두사람. 복도 걸으며
2926	재수	차를? 지금도 탈만해. 하긴 뭐 내 동기들중에서 내차가 젤 작긴하지.	S1002	엘리베이터 서고, 내리는 두사람. 복도 걸으며
2927	성미	울엄마가 뻠뿌질 하신거니까 나중에 엄마한테 슬쩍 인사해.	S1002	엘리베이터 서고, 내리는 두사람. 복도 걸으며
